i j Omegaij  Pij
238 590 0.405196 0.404899
239 18 0.067477 0.069617
239 22 0.098194 0.094128
239 38 0.173824 0.170268
239 42 0.110072 0.109823
239 133 0.132987 0.131546
239 137 0.061995 0.063571
239 229 0.007310 0.006736
239 230 0.103395 0.098020
239 232 0.161454 0.157938
239 442 0.052436 0.048275
239 825 0.092711 0.092135
239 775 0.015745 0.014174
239 443 0.098053 0.098031
239 439 0.172840 0.165902
239 404 0.103817 0.103795
239 247 0.029310 0.029752
239 305 0.112392 0.110770
240 19 0.458927 0.455598
240 30 0.736786 0.738784
240 37 0.389091 0.385076
240 45 0.041381 0.040039
240 48 0.198633 0.199249
240 49 0.267664 0.269776
240 51 0.449663 0.449023
240 80 0.344207 0.344114
240 93 0.174234 0.175450
240 144 0.491028 0.490960
240 149 0.723861 0.723527
240 150 0.708931 0.708794
240 181 0.476177 0.477698
240 227 0.945552 0.943703
240 339 0.696100 0.695972
240 483 0.945647 0.945622
240 465 0.055253 0.054434
240 242 0.713350 0.712277
240 366 0.031817 0.031562
240 455 0.043227 0.041943
240 414 0.156116 0.154445
240 315 0.703218 0.702695
240 826 0.155911 0.158172
240 451 0.503511 0.502469
240 474 0.144485 0.143938
240 268 0.387371 0.387040
240 587 0.256490 0.253550
240 584 0.101005 0.099137
240 391 0.324827 0.323150
241 19 0.041243 0.040177
241 827 0.081216 0.081736
241 417 0.013524 0.012694
241 577 0.011133 0.011776
242 19 0.068385 0.067912
242 80 0.052618 0.051294
242 82 0.004849 0.004262
242 127 0.065100 0.065365
242 136 0.116749 0.117934
242 149 0.109069 0.107850
242 151 0.128120 0.129194
242 213 0.098308 0.097765
242 216 0.021054 0.021313
242 230 0.074704 0.074439
242 232 0.118814 0.119943
242 238 0.099794 0.100459
242 240 0.057264 0.055139
242 395 0.056904 0.055421
242 430 0.042201 0.040646
242 828 0.071748 0.071103
242 829 0.055950 0.054315
242 302 0.033567 0.031120
242 825 0.069418 0.069970
242 331 0.107442 0.108854
242 590 0.086170 0.084836
242 830 0.066446 0.064065
242 632 0.005647 0.005399
242 372 0.003347 0.002557
242 587 0.038072 0.037795
242 451 0.074908 0.074899
242 503 0.127557 0.127322
243 19 0.009024 0.008651
243 60 0.015217 0.014258
243 131 0.005315 0.004217
243 177 0.016111 0.015536
243 377 0.007733 0.007314
243 831 0.007120 0.006388
243 469 0.018148 0.017428
243 500 0.000811 0.000181
244 20 0.091005 0.089592
244 30 0.413124 0.413125
244 38 0.487837 0.485089
244 40 0.131945 0.131153
244 41 0.290225 0.287345
244 49 0.150921 0.150857
244 353 0.077541 0.075718
244 334 0.379977 0.381685
244 245 0.052846 0.052773
244 249 0.265031 0.262248
244 247 0.081719 0.084763
245 20 0.130406 0.129428
245 22 0.389914 0.387408
245 38 0.701912 0.700781
245 40 0.186552 0.189469
245 45 0.032318 0.032345
245 102 0.133852 0.130133
245 156 0.193654 0.189443
245 244 0.456104 0.454326
245 361 0.170876 0.173303
245 398 0.305905 0.304155
245 584 0.082160 0.080086
245 249 0.380374 0.378855
246 20 0.027888 0.027499
246 40 0.041514 0.040256
247 20 0.011734 0.011431
247 51 0.033290 0.032036
247 191 0.034000 0.032923
247 239 0.006467 0.005034
247 244 0.041962 0.040125
247 330 0.064792 0.064141
247 774 0.017760 0.017616
247 378 0.018666 0.017813
247 391 0.024814 0.023055
247 442 0.017490 0.017548
247 832 0.006320 0.006053
247 808 0.024937 0.023125
247 833 0.009823 0.009457
247 511 0.058521 0.058289
247 554 0.027313 0.027471
248 20 0.072146 0.070682
248 305 0.248898 0.248973
249 20 0.050784 0.050761
249 38 0.274663 0.274841
249 40 0.075260 0.074308
249 244 0.178313 0.178183
249 245 0.028898 0.029900
249 366 0.009041 0.010000
249 686 0.243881 0.241660
249 251 0.147079 0.145558
249 428 0.046852 0.045003
249 701 0.052179 0.052541
249 283 0.124486 0.125344
250 20 0.106785 0.104566
250 30 0.485365 0.482174
250 44 0.368581 0.369639
250 55 0.115821 0.113246
250 104 0.551855 0.551926
250 201 0.407488 0.406311
250 203 0.072593 0.072193
250 332 0.263831 0.265688
250 419 0.342480 0.341570
250 257 0.038938 0.037320
250 330 0.586330 0.586752
250 436 0.281920 0.281126
250 334 0.442499 0.445479
250 834 0.430876 0.430841
251 20 0.022212 0.020335
251 106 0.057359 0.057601
251 121 0.047574 0.047793
251 249 0.057946 0.059524
251 320 0.024717 0.023488
251 710 0.043034 0.045968
251 305 0.070412 0.071630
251 432 0.000783 0.000121
252 20 0.004546 0.004176
253 20 0.069028 0.067919
253 37 0.164726 0.163243
253 51 0.189391 0.190352
253 73 0.178704 0.177435
253 133 0.282175 0.284111
253 230 0.211925 0.211702
253 232 0.342004 0.341112
253 676 0.303972 0.300649
253 809 0.268840 0.268979
253 584 0.041761 0.042026
253 333 0.049330 0.048903
253 337 0.254705 0.256995
253 345 0.055050 0.054552
253 258 0.260895 0.261072
253 268 0.165118 0.164076
254 20 0.145130 0.142536
254 22 0.425761 0.426641
254 57 0.774596 0.772734
254 114 0.623758 0.621790
254 124 0.375508 0.370629
254 194 0.050093 0.049199
254 232 0.717488 0.715860
254 332 0.364125 0.362163
254 835 0.647514 0.649037
254 366 0.028283 0.028079
254 836 0.805781 0.804236
254 837 0.174226 0.173029
254 488 0.729971 0.728483
254 838 0.705786 0.704980
254 693 0.145911 0.146835
254 276 0.204741 0.204664
254 354 0.357461 0.356296
254 286 0.753041 0.753548
255 20 0.138407 0.135040
255 58 0.422347 0.424208
255 90 0.698988 0.698165
255 268 0.328654 0.326223
255 613 0.733003 0.732726
255 571 0.638945 0.636113
255 611 0.369150 0.369624
255 715 0.738256 0.736916
255 498 0.640517 0.638676
255 658 0.122045 0.120515
255 768 0.017395 0.016067
255 839 0.131927 0.131760
255 840 0.177589 0.173428
255 841 0.735005 0.734327
256 20 0.045697 0.043202
256 50 0.148515 0.144985
256 234 0.054075 0.046270
256 457 0.113481 0.118792
256 353 0.038081 0.036512
256 315 0.181264 0.189482
256 659 0.204874 0.225947
256 842 0.043412 0.043540
256 567 0.084539 0.081229
256 843 0.075781 0.079445
256 368 0.069688 0.068384
256 422 0.062452 0.050102
257 20 0.102192 0.099477
257 200 0.202290 0.198883
257 201 0.389190 0.386534
257 250 0.440778 0.444491
257 347 0.021054 0.020713
258 20 0.057221 0.057497
258 30 0.267031 0.265130
258 44 0.204461 0.203251
258 49 0.097893 0.096815
258 54 0.335247 0.332172
258 87 0.268332 0.268521
258 91 0.056342 0.057609
258 104 0.310589 0.303484
258 131 0.081016 0.079712
258 199 0.269776 0.268230
258 253 0.329004 0.330441
258 671 0.270842 0.271770
258 665 0.083729 0.084802
258 332 0.145374 0.146092
258 419 0.189481 0.187817
258 471 0.048955 0.050969
258 292 0.096419 0.096806
258 304 0.302135 0.305487
259 20 0.005857 0.005398
259 40 0.008021 0.007902
259 72 0.020721 0.021492
259 80 0.011825 0.011594
259 417 0.004759 0.004850
259 717 0.003056 0.002760
259 844 0.011061 0.010809
259 845 0.011984 0.011078
259 754 0.009692 0.009311
259 457 0.015804 0.014843
260 20 0.156894 0.152687
261 22 0.003338 0.003017
261 40 0.003338 0.001476
261 376 0.005722 0.005597
261 367 0.002623 0.001062
262 22 0.493454 0.491611
262 23 0.043838 0.045010
262 106 0.471493 0.465221
262 193 0.245629 0.252129
262 195 0.873047 0.876661
262 202 0.869330 0.868805
262 203 0.116479 0.113392
262 205 0.249176 0.248210
262 213 0.674550 0.672348
262 438 0.004646 0.003942
262 287 0.724554 0.723586
262 502 0.412619 0.405554
262 445 0.451136 0.455390
263 22 0.438764 0.436612
263 846 0.656268 0.657923
263 847 0.106875 0.103294
263 446 0.165800 0.170116
263 848 0.221452 0.221335
263 563 0.668111 0.661430
264 22 0.119603 0.120730
264 24 0.031152 0.030245
264 38 0.221855 0.218388
264 100 0.117020 0.117163
264 306 0.085869 0.081895
264 271 0.036478 0.035702
264 849 0.081107 0.080415
264 283 0.107497 0.099599
265 22 0.397737 0.399611
265 93 0.148464 0.146200
265 597 0.462012 0.464955
265 375 0.028830 0.027892
266 22 0.259051 0.261227
266 61 0.440927 0.441877
266 74 0.435033 0.434569
266 75 0.080483 0.079975
266 139 0.308862 0.310563
266 144 0.265822 0.267436
266 148 0.134071 0.132935
266 151 0.470487 0.472118
266 184 0.412808 0.414938
266 850 0.474468 0.472847
266 556 0.084558 0.085141
266 709 0.238786 0.237370
266 851 0.488182 0.490235
266 572 0.105577 0.105417
266 555 0.292248 0.290157
266 299 0.450174 0.450132
266 502 0.217031 0.215499
266 718 0.417793 0.414705
266 340 0.429187 0.431038
267 22 0.272366 0.268697
267 39 0.523327 0.522935
267 53 0.330382 0.331178
267 71 0.436529 0.433743
267 105 0.310454 0.309260
267 155 0.332423 0.335884
267 424 0.410880 0.410739
267 315 0.394150 0.393718
267 367 0.092889 0.094542
267 658 0.082475 0.080113
267 656 0.147240 0.147934
267 368 0.144058 0.142092
267 766 0.043777 0.045928
267 451 0.285014 0.281532
267 364 0.203262 0.202450
267 353 0.075581 0.075867
267 357 0.349634 0.350993
267 662 0.283873 0.284678
267 394 0.053290 0.053953
267 361 0.122491 0.120199
267 852 0.338578 0.337077
267 414 0.086589 0.086535
267 567 0.167601 0.168784
267 339 0.391531 0.389951
268 22 0.463322 0.462460
268 42 0.539274 0.539568
268 48 0.191770 0.192144
268 50 0.521103 0.518503
268 51 0.434512 0.433010
268 75 0.142418 0.141582
268 79 0.060217 0.059807
268 81 0.888268 0.885361
268 90 0.800298 0.798783
268 115 0.822138 0.821937
268 136 0.761970 0.762962
268 155 0.578564 0.578098
268 183 0.109409 0.108486
268 195 0.824221 0.824679
268 236 0.851301 0.850478
268 240 0.354185 0.356714
268 253 0.887322 0.887939
268 255 0.237486 0.237304
268 710 0.348401 0.349252
268 701 0.158137 0.159920
268 853 0.193998 0.192988
268 854 0.337633 0.337370
268 613 0.837697 0.838324
268 700 0.454637 0.454921
268 587 0.245417 0.244508
269 22 0.028440 0.027841
269 37 0.024172 0.022356
269 40 0.013654 0.013616
269 72 0.037761 0.037032
269 584 0.006010 0.005755
269 814 0.019642 0.019045
269 350 0.049411 0.049965
269 855 0.040243 0.040437
269 619 0.013523 0.013343
269 856 0.016724 0.015569
269 828 0.027286 0.027693
269 398 0.021450 0.021858
269 377 0.025043 0.022362
269 815 0.013959 0.012737
269 631 0.004334 0.003596
269 857 0.032491 0.031031
270 22 0.055294 0.055855
270 41 0.060025 0.059849
270 49 0.031638 0.031421
270 100 0.053668 0.054204
270 111 0.027599 0.028539
270 163 0.063903 0.062712
270 199 0.087414 0.087052
270 227 0.109268 0.109913
270 858 0.058335 0.057062
270 859 0.098132 0.096697
270 860 0.014757 0.014770
270 391 0.037866 0.037637
270 332 0.049645 0.047413
270 749 0.075651 0.073260
270 403 0.047022 0.044524
270 433 0.029433 0.029094
270 355 0.005182 0.004219
270 354 0.045542 0.046645
270 371 0.021194 0.021538
270 313 0.003460 0.002332
270 397 0.067363 0.066494
270 835 0.083681 0.084970
271 22 0.138048 0.139691
271 203 0.029648 0.032220
271 264 0.027795 0.027765
272 22 0.427601 0.424609
272 500 0.008647 0.008441
272 861 0.444549 0.442755
272 688 0.491746 0.488629
272 354 0.355438 0.354599
273 22 0.082180 0.083045
273 48 0.035227 0.034504
273 79 0.011460 0.010740
273 104 0.146559 0.146441
273 115 0.147373 0.147596
273 126 0.101234 0.101352
273 127 0.076090 0.075936
273 195 0.146809 0.148089
273 200 0.055376 0.055469
273 203 0.019586 0.019155
273 204 0.112444 0.110763
273 207 0.093484 0.092930
273 209 0.152962 0.152038
273 213 0.112005 0.113575
273 217 0.144101 0.144941
273 469 0.157988 0.158940
273 593 0.009049 0.008915
273 445 0.076356 0.076926
273 694 0.116640 0.118023
273 436 0.075135 0.074590
273 389 0.004196 0.003632
273 592 0.075683 0.076984
273 326 0.108905 0.108125
273 862 0.069467 0.069901
273 438 0.000767 0.000666
273 381 0.116514 0.117862
274 22 0.320610 0.320551
274 26 0.551707 0.551226
274 37 0.256801 0.257394
274 81 0.614129 0.613681
274 414 0.103656 0.103235
274 863 0.536694 0.536819
274 450 0.604873 0.604568
274 377 0.255914 0.257464
274 278 0.543451 0.543413
274 457 0.296180 0.294469
274 352 0.028139 0.028681
275 22 0.495740 0.494167
275 142 0.144656 0.145390
275 755 0.552578 0.551159
275 858 0.505811 0.504852
275 387 0.615916 0.614905
275 864 0.582837 0.582260
275 412 0.841405 0.841852
275 590 0.587207 0.586465
275 392 0.004871 0.004912
275 457 0.454110 0.453959
275 298 0.498778 0.501005
275 865 0.727807 0.725356
275 332 0.420279 0.419484
275 413 0.405573 0.406667
276 22 0.075391 0.074570
276 81 0.147170 0.142761
276 181 0.074093 0.074280
276 254 0.090006 0.087766
276 693 0.025281 0.025664
276 322 0.041476 0.041653
276 866 0.111280 0.113106
277 22 0.106946 0.106178
277 50 0.119040 0.119045
277 846 0.159905 0.159999
277 823 0.187689 0.184883
277 867 0.122755 0.121133
277 553 0.002371 0.001900
277 563 0.160794 0.160851
277 868 0.027566 0.027223
277 869 0.078273 0.078772
277 870 0.207667 0.209614
277 847 0.026262 0.025120
278 22 0.461902 0.462940
278 274 0.752734 0.752614
278 871 0.055786 0.056147
278 567 0.292657 0.290798
278 414 0.150613 0.149092
278 653 0.657446 0.654215
278 597 0.539256 0.538640
278 416 0.822390 0.821474
278 371 0.179673 0.178510
278 450 0.873113 0.873118
279 22 0.154565 0.151441
279 27 0.260300 0.265804
279 69 0.095688 0.094545
279 111 0.078324 0.077380
279 178 0.299268 0.300646
279 371 0.059780 0.058396
279 391 0.104205 0.102048
279 531 0.100205 0.099656
279 670 0.009622 0.009048
279 693 0.052314 0.052120
280 22 0.005919 0.005028
280 338 0.008310 0.007387
281 22 0.395863 0.394025
281 42 0.460872 0.459723
281 45 0.033760 0.032897
281 56 0.245142 0.242814
281 57 0.714647 0.713660
281 58 0.414493 0.413522
281 63 0.528659 0.530151
281 64 0.551621 0.549726
281 65 0.364080 0.361834
281 66 0.780660 0.780149
281 67 0.504379 0.502777
281 71 0.638761 0.636053
281 89 0.272185 0.271032
281 132 0.070864 0.070494
281 232 0.664281 0.661133
281 484 0.045563 0.043075
281 509 0.447217 0.445526
281 429 0.110509 0.108853
281 425 0.398327 0.397000
281 426 0.423110 0.424663
281 443 0.412500 0.410360
282 22 0.120457 0.121702
282 494 0.227274 0.227920
282 354 0.100667 0.101636
283 22 0.247325 0.249070
283 91 0.082464 0.083373
283 104 0.443730 0.439210
283 199 0.389035 0.388191
283 212 0.044653 0.044074
283 249 0.243713 0.243572
283 264 0.049946 0.049506
283 728 0.153566 0.152495
283 590 0.297007 0.295590
283 685 0.308616 0.309707
283 724 0.073394 0.071794
283 433 0.128964 0.129739
283 541 0.444967 0.444111
283 392 0.002820 0.002476
283 542 0.209349 0.209945
283 428 0.075258 0.073773
283 328 0.439426 0.441184
283 419 0.273048 0.271814
284 23 0.023358 0.023037
284 71 0.408323 0.406175
284 89 0.175071 0.173077
284 539 0.467464 0.468401
284 484 0.027301 0.027507
284 505 0.421244 0.420015
284 499 0.293486 0.296551
284 507 0.405275 0.405585
285 23 0.040006 0.041679
285 57 0.824547 0.824529
285 66 0.899426 0.901347
285 198 0.227868 0.225423
285 212 0.083484 0.080557
285 288 0.630314 0.629822
286 23 0.007781 0.007656
286 24 0.021244 0.020949
286 51 0.081361 0.078297
286 73 0.072970 0.072984
286 114 0.120436 0.121871
286 121 0.067083 0.065660
286 124 0.074347 0.072644
286 181 0.083709 0.083297
286 254 0.101149 0.098420
286 872 0.080312 0.078582
286 564 0.076602 0.074629
286 345 0.022246 0.022439
286 873 0.075443 0.074170
286 294 0.153454 0.153913
286 874 0.004164 0.003823
286 366 0.005777 0.005504
286 875 0.116350 0.114736
286 876 0.083161 0.081764
286 877 0.060085 0.061576
286 878 0.060132 0.058204
286 488 0.144170 0.142783
286 838 0.140491 0.138176
287 23 0.028414 0.026899
287 191 0.278432 0.282716
287 262 0.021659 0.020443
288 23 0.024074 0.023313
288 55 0.093791 0.092132
288 115 0.452556 0.452567
288 127 0.232849 0.232838
288 195 0.455658 0.454077
288 196 0.454702 0.452473
288 198 0.126966 0.126090
288 204 0.341896 0.339626
288 210 0.084425 0.084016
288 214 0.320657 0.320402
288 215 0.198593 0.199935
288 218 0.264598 0.263269
288 220 0.275014 0.275844
288 285 0.237924 0.236705
288 583 0.251817 0.250552
288 400 0.426414 0.426678
288 779 0.290787 0.287484
288 780 0.402230 0.399703
288 785 0.030935 0.029356
288 326 0.330180 0.331539
289 23 0.013331 0.012159
289 121 0.106378 0.104276
289 670 0.007749 0.007935
289 354 0.111743 0.110906
289 692 0.203815 0.201164
289 879 0.005419 0.005016
289 836 0.250095 0.250339
289 693 0.047309 0.045706
289 837 0.055330 0.053860
289 494 0.246247 0.248710
289 667 0.113423 0.113257
290 23 0.003036 0.002718
290 84 0.022023 0.022958
290 104 0.053315 0.052354
290 200 0.020352 0.019831
290 202 0.053154 0.052469
290 203 0.007084 0.006848
290 204 0.039436 0.039599
290 445 0.028850 0.027502
290 591 0.006731 0.006374
290 335 0.059853 0.058779
290 321 0.027710 0.027569
290 724 0.009012 0.008558
290 546 0.042038 0.041444
291 23 0.032605 0.026161
291 181 0.280672 0.284625
292 23 0.024357 0.024322
292 39 0.518343 0.517011
292 48 0.110845 0.110374
292 55 0.096904 0.096119
292 127 0.240748 0.242912
292 193 0.134617 0.136244
292 200 0.176381 0.177440
292 203 0.062312 0.061274
292 213 0.365997 0.363319
292 216 0.080484 0.079205
292 258 0.340613 0.341149
292 413 0.219796 0.218615
292 782 0.261760 0.260349
293 23 0.040449 0.033857
294 23 0.037570 0.036229
294 286 0.700156 0.698906
294 494 0.740396 0.741065
294 874 0.018166 0.018089
295 23 0.037020 0.033985
295 47 0.286799 0.284726
295 107 0.112295 0.109184
295 181 0.374257 0.369755
295 307 0.661762 0.664123
295 880 0.688306 0.684407
296 23 0.018908 0.017051
296 119 0.053154 0.052958
296 130 0.075696 0.074800
296 161 0.139899 0.139917
296 164 0.313643 0.314268
296 171 0.260891 0.260141
296 881 0.276017 0.271227
296 698 0.023450 0.022227
296 440 0.347277 0.346090
296 583 0.183462 0.183252
296 876 0.180230 0.182102
297 24 0.055031 0.054075
297 229 0.016374 0.015446
297 428 0.064119 0.063933
297 589 0.332547 0.333404
297 442 0.111958 0.110703
297 882 0.371334 0.374345
297 883 0.236368 0.239021
298 24 0.034579 0.032272
298 139 0.156015 0.153150
298 142 0.038824 0.037900
298 275 0.224500 0.224874
298 755 0.141888 0.143677
298 725 0.052480 0.052498
298 430 0.073011 0.073248
298 541 0.229715 0.229697
298 397 0.156265 0.153359
298 729 0.105899 0.106783
298 331 0.194666 0.196164
298 392 0.001879 0.001280
298 395 0.100105 0.099874
298 589 0.195981 0.198978
298 551 0.216748 0.218435
298 884 0.230420 0.230970
298 885 0.133322 0.133155
298 409 0.229793 0.230992
298 787 0.114576 0.113436
298 433 0.067483 0.067102
298 570 0.235572 0.235595
298 886 0.086386 0.085523
298 887 0.103331 0.103450
298 388 0.219175 0.221516
298 883 0.142296 0.142649
298 728 0.078947 0.078871
298 724 0.038855 0.037132
298 315 0.188809 0.188759
298 428 0.039481 0.038156
298 385 0.096487 0.096785
298 408 0.063270 0.062737
298 332 0.111537 0.109352
298 503 0.229997 0.229446
299 24 0.051650 0.050924
299 139 0.241861 0.241662
299 151 0.366628 0.367376
299 184 0.321226 0.322881
299 266 0.282406 0.281259
299 572 0.082830 0.082030
299 391 0.137042 0.136974
299 544 0.030594 0.031117
299 370 0.219951 0.218598
299 687 0.267504 0.265361
299 413 0.166735 0.167280
300 24 0.095087 0.091370
300 81 0.699294 0.698249
300 481 0.196447 0.195721
300 848 0.186907 0.184892
300 846 0.548387 0.549597
300 330 0.682638 0.683736
301 24 0.078015 0.075839
301 135 0.461815 0.463055
301 810 0.534775 0.533069
302 24 0.034771 0.035931
302 41 0.157892 0.153682
302 48 0.060021 0.059591
302 127 0.132963 0.131148
302 242 0.212992 0.213026
302 379 0.158286 0.158206
302 340 0.237133 0.236660
302 467 0.249553 0.250611
302 381 0.204152 0.203559
302 888 0.271815 0.271391
302 383 0.242019 0.238080
302 384 0.222047 0.221511
302 386 0.258500 0.257433
302 889 0.118576 0.118895
302 890 0.061167 0.060995
302 321 0.135558 0.133181
302 891 0.057534 0.057577
302 892 0.281747 0.278622
302 392 0.001879 0.001426
302 893 0.249034 0.248893
302 894 0.225304 0.221489
302 382 0.275358 0.272541
302 380 0.210218 0.210407
302 385 0.106836 0.107758
302 895 0.190283 0.192186
302 438 0.002094 0.001150
303 26 0.614602 0.615794
303 896 0.054303 0.051924
303 328 0.633023 0.634308
